Timestamp Temperature(°C) Humidity(%)
2024-09-23 05:22:08 26.05 51.26
2024-09-23 05:22:09 26.08 51.30
2024-09-23 05:22:11 26.05 51.30
2024-09-23 05:22:12 26.06 51.24
2024-09-23 05:22:14 26.06 51.26
2024-09-23 05:22:15 26.04 51.29
2024-09-23 05:22:17 26.05 51.30
2024-09-23 05:22:18 26.04 51.28
2024-09-23 05:22:20 26.05 51.33
2024-09-23 05:22:21 26.05 51.33
2024-09-23 05:22:23 26.05 51.32
2024-09-23 05:22:24 26.03 51.34
2024-09-23 05:22:26 26.05 51.34
2024-09-23 05:22:27 26.04 51.31
2024-09-23 05:22:29 26.06 51.37
2024-09-23 05:22:30 26.06 51.39
2024-09-23 05:22:32 26.06 51.39
2024-09-23 05:22:33 26.05 51.37
2024-09-23 05:22:35 26.04 51.36
2024-09-23 05:22:36 26.04 51.37
2024-09-23 05:22:38 26.06 51.42
2024-09-23 05:22:39 26.04 51.41
2024-09-23 05:22:41 26.05 51.39
2024-09-23 05:22:42 26.04 51.41
2024-09-23 05:22:44 26.04 51.37
2024-09-23 05:22:45 26.05 51.42
2024-09-23 05:22:47 26.04 51.36
2024-09-23 05:22:48 26.05 51.34
2024-09-23 05:22:50 26.02 51.30
2024-09-23 05:22:51 26.02 51.28
2024-09-23 05:22:53 26.04 51.28
2024-09-23 05:22:54 26.04 51.21
2024-09-23 05:22:56 26.03 51.17
2024-09-23 05:22:57 26.04 51.17
2024-09-23 05:22:59 26.03 51.16
2024-09-23 05:23:00 26.04 51.16
2024-09-23 05:23:02 26.03 51.15
2024-09-23 05:23:04 26.04 51.16
2024-09-23 05:23:05 26.01 51.15
2024-09-23 05:23:07 26.02 51.13
2024-09-23 05:23:08 26.01 51.11
2024-09-23 05:23:10 26.02 51.10
2024-09-23 05:23:11 26.03 51.12
2024-09-23 05:23:13 26.03 51.15
2024-09-23 05:23:14 26.01 51.14
2024-09-23 05:23:16 26.02 51.18
2024-09-23 05:23:17 26.02 51.16
2024-09-23 05:23:19 26.04 51.18
2024-09-23 05:23:20 26.01 51.16
2024-09-23 05:23:22 26.04 51.24
2024-09-23 05:23:23 26.03 51.22
2024-09-23 05:23:25 26.03 51.24
2024-09-23 05:23:26 26.02 51.27
2024-09-23 05:23:28 26.02 51.28
2024-09-23 05:23:29 26.01 51.30
2024-09-23 05:23:31 26.01 51.29
2024-09-23 05:23:32 26.00 51.30
2024-09-23 05:23:34 26.00 51.35
